practice_name,canonical_code,postcode,street_address,telephone,email,website_url,nhs_profile_url,latitude,longitude,accepting_new_patients,country,nation,source_type,ods_primary_role_id,ods_primary_role_description,ods_active_roles,ods_org_link,last_change_date,registered_patient_count,google_maps_query
DR. BEATTY & PARTNERS,Z00474,BT25 1NB,"DROMORE DOCTORS SURGERY, SKEAGH HOUSE, DROMORE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00474,2021-09-15,,DR. BEATTY & PARTNERS BT25 1NB
DR. UREY & PARTNERS,Z00226,BT25 2AT,"DROMARA SURGERY, BEGNEY HILL ROAD, DROMORE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00226,2022-08-22,,DR. UREY & PARTNERS BT25 2AT
DR. HALL & PARTNERS,Z00221,BT26 6AW,"HILLSBOROUGH MEDICAL PRACTICE, HEALTH CENTRE, HILLSBOROUGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00221,2021-09-14,,DR. HALL & PARTNERS BT26 6AW
DR. ADAMS & PARTNERS,Z00228,BT28 1JP,"LAGANVIEW MEDICAL PRACTICE, LEVEL 2 LISBURN PCCC, LISBURN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00228,2023-08-23,,DR. ADAMS & PARTNERS BT28 1JP
DR. ARCHBOLD & PARTNERS,Z00227,BT28 1JP,"LINENHALL MEDICAL PRACTICE, LISBURN PCCC, LAGAN VALLEY HOSPITAL, LISBURN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00227,2024-05-20,,DR. ARCHBOLD & PARTNERS BT28 1JP
DR. CAIRNS & PARTNERS,Z00224,BT28 1JP,"GARVEY MEDICAL PRACTICE, LISBURN PCCC, LAGAN VALLEY HOSPITAL, LISBURN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00224,2026-02-23,,DR. CAIRNS & PARTNERS BT28 1JP
DR. CUPPLES & PARTNERS,Z00223,BT28 1JP,"LISBURN CITY PRACTICE, LISBURN PCCC, LAGAN VALLEY HOSPITAL, LISBURN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00223,2023-08-23,,DR. CUPPLES & PARTNERS BT28 1JP
DR. KNOX & PARTNERS,Z00231,BT28 1JP,"LEVEL 2 LISBURN PCCC, LAGAN VALLEY HOSPITAL, LISBURN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00231,2025-11-17,,DR. KNOX & PARTNERS BT28 1JP
DR. RUDDELL & PARTNERS,Z00229,BT28 1JP,"DR RUDDELL & PARTNERS, LISBURN PCCC, LAGAN VALLEY HOSPITAL, LISBURN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00229,2023-08-23,,DR. RUDDELL & PARTNERS BT28 1JP
DR. RYAN & PARTNERS,Z00230,BT28 1JP,"DR RYAN & PARTNERS, LISBURN PCCC, LAGAN VALLEY HOSPITAL, LISBURN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00230,2023-08-23,,DR. RYAN & PARTNERS BT28 1JP
DR. BYRNE & PARTNERS,Z00303,BT29 4LA,"CRUMLIN MEDICAL PRACTICE, 1 GLENAVY ROAD, CRUMLIN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00303,2023-08-21,,DR. BYRNE & PARTNERS BT29 4LA
DR. CHEUNG & PARTNERS,Z00233,BT29 4LN,"GLENAVY FAMILY PRACTICE, 47 MAIN STREET, CRUMLIN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00233,2023-08-21,,DR. CHEUNG & PARTNERS BT29 4LN
DR. BOYLE & PARTNERS,Z00204,BT30 6BE,"THE GREEN SURGERY, 12 THE GREEN, DOWNPATRICK",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00204,2021-09-14,,DR. BOYLE & PARTNERS BT30 6BE
DR. CREANEY & PARTNERS,Z00207,BT30 6DE,"STREAM STREET SURGERY, 40 STREAM STREET, DOWNPATRICK",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00207,2025-08-18,,DR. CREANEY & PARTNERS BT30 6DE
DR. SHEVLIN & PARTNERS,Z00206,BT30 6JA,"DOWN HC 1ST FLOOR, GP & PRIMARY CARE CENTRE, DOWNPATRICK",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00206,2022-02-28,,DR. SHEVLIN & PARTNERS BT30 6JA
DR. SMALL & PARTNERS,Z00202,BT30 6JA,"STRUELL SURGERY, 2 STRUELL WELLS ROAD, DOWNPATRICK",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00202,2022-05-17,,DR. SMALL & PARTNERS BT30 6JA
DR. MCMINN & PARTNERS,Z00196,BT30 7SF,"ARDGLASS SURGERY, THE HEALTH CENTRE, DOWNPATRICK",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00196,2025-08-18,,DR. MCMINN & PARTNERS BT30 7SF
DR. GREER & PARTNERS,Z00193,BT30 8RD,"DUNDRUM AND CLOUGH SURGERY, 1 CASTLEWELLAN ROAD, DOWNPATRICK",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00193,2021-09-15,,DR. GREER & PARTNERS BT30 8RD
DR. TRAINOR & PARTNERS,Z00205,BT30 9JU,"CROSSGAR SURGERY, JAMES STREET, DOWNPATRICK",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00205,2021-09-14,,DR. TRAINOR & PARTNERS BT30 9JU
DR. MCGILL & PARTNERS,Z00192,BT30 9RG,"KILLYLEAGH SURGERY, 14 DOWNPATRICK ROAD, DOWNPATRICK",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00192,2021-09-15,,DR. MCGILL & PARTNERS BT30 9RG
DR. LUTTON & PARTNER,Z00476,BT31 9TU,"BALLYWARD SURGERY, 32 STATION ROAD, CASTLEWELLAN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00476,2024-02-19,,DR. LUTTON & PARTNER BT31 9TU
DR. AULD & PARTNERS,Z00469,BT32 3GN,"BANBRIDGE GROUP SURGERY, 1 OLD HOSPITAL ROAD, BANBRIDGE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00469,2022-08-23,,DR. AULD & PARTNERS BT32 3GN
DR. DILLON & PARTNERS,Z00471,BT32 3GN,"BANBRIDGE GROUP SURGERY, 1 OLD HOSPITAL ROAD, BANBRIDGE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00471,2025-05-16,,DR. DILLON & PARTNERS BT32 3GN
DR. MCCLOSKEY & PARTNERS,Z00453,BT32 3GN,"BANBRIDGE GROUP SURGERY, 1 OLD HOSPITAL ROAD, BANBRIDGE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00453,2021-09-15,,DR. MCCLOSKEY & PARTNERS BT32 3GN
DR. MULLAN & PARTNERS,Z00472,BT32 3NH,"SCARVA STREET SURGERY, 60 SCARVA STREET, BANBRIDGE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00472,2023-08-21,,DR. MULLAN & PARTNERS BT32 3NH
DR. CUPPLES & PARTNERS,Z00454,BT32 3NQ,"LOUGHBRICKLAND SURGERY, 11 MAIN STREET, BANBRIDGE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00454,2023-08-23,,DR. CUPPLES & PARTNERS BT32 3NQ
DR. LEGGETT & PARTNERS,Z00201,BT33 0AE,"DONARD FAMILY PRACTICE, 56 MAIN STREET, NEWCASTLE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00201,2021-09-14,,DR. LEGGETT & PARTNERS BT33 0AE
DR. GILPIN & PARTNER,Z00195,BT33 0DN,"DR GILPIN'S SURGERY, CAUSEWAY SURGERY, NEWCASTLE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00195,2021-11-17,,DR. GILPIN & PARTNER BT33 0DN
DR. HYLAND & PARTNER,Z00194,BT33 0DN,"CAUSEWAY SURGERY, CAUSEWAY PLACE, NEWCASTLE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00194,2022-02-28,,DR. HYLAND & PARTNER BT33 0DN
DR. BINGHAM & PARTNERS,Z00536,BT34 3HS,"SUMMER HILL SURGERY, WARRENPOINT HEALTH CENTRE, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00536,2021-09-20,,DR. BINGHAM & PARTNERS BT34 3HS
DR. MURDOCK & PARTNERS,Z00543,BT34 3JD,"THE HEALTH CENTRE, SUMMERHILL, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00543,2024-11-15,,DR. MURDOCK & PARTNERS BT34 3JD
DR. BONNER & PARTNER,Z00553,BT34 3NE,"MARINA SURGERY, 15 HAVELOCK PLACE, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00553,2021-09-20,,DR. BONNER & PARTNER BT34 3NE
SHSCT KILKEEL MEDICAL PRACTICE,Z00532,BT34 4BH,"GREENCASTLE STREET, KILKEEL, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00532,2025-02-24,,SHSCT KILKEEL MEDICAL PRACTICE BT34 4BH
DR. O'LOUGHLIN & PARTNERS,Z00554,BT34 4DN,"MOURNE FAMILY SURGERY, MOURNE HOSPITAL, NEWRY STREET, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00554,2025-11-14,,DR. O'LOUGHLIN & PARTNERS BT34 4DN
DR. KEOWN & PARTNERS,Z00531,BT34 4TH,"THE OLD FORGE SURGERY, 14 KILKEEL ROAD, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00531,2023-08-21,,DR. KEOWN & PARTNERS BT34 4TH
DR. GROVES & PARTNER,Z00547,BT34 5QH,"RATHFRILAND HEALTH CENTRE, JOHN STREET, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00547,2025-11-17,,DR. GROVES & PARTNER BT34 5QH
DR. MEGAW & PARTNER,Z00530,BT34 5QH,"RATHFRILAND HEALTH CENTRE, JOHN STREET, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00530,2022-03-01,,DR. MEGAW & PARTNER BT34 5QH
DR. WADE & PARTNERS,Z00535,BT34 5QH,"RATHFRILAND HEALTH CENTRE, JOHN STREET, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00535,2022-03-01,,DR. WADE & PARTNERS BT34 5QH
DR. QUINN & PARTNERS,Z00549,BT35 0BE,"NEWTOWNHAMILTON HEALTH CENTRE, 2A MARKETHILL ROAD, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00549,2023-11-17,,DR. QUINN & PARTNERS BT35 0BE
DR. LARKIN & PARTNER,Z00542,BT35 0PB,"NEWTOWNHAMILTON SURGERY, 53 DUNDALK STREET, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00542,2024-05-20,,DR. LARKIN & PARTNER BT35 0PB
DR. BRANNIGAN & PARTNER,Z00539,BT35 6BW,"CLANRYE SURGERY, NEWRY HEALTH VILLAGE, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00539,2024-11-15,,DR. BRANNIGAN & PARTNER BT35 6BW
DR. FLOOD & PARTNERS,Z00529,BT35 6BW,"CORNMARKET SURGERY, NEWRY HEALTH VILLAGE, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00529,2022-03-01,,DR. FLOOD & PARTNERS BT35 6BW
DR. KING & PARTNERS,Z00534,BT35 6BW,"CLANRYE SURGERY, NEWRY HEALTH VILLAGE, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00534,2021-09-20,,DR. KING & PARTNERS BT35 6BW
DR. MAGENNIS & PARTNERS,Z00526,BT35 6BW,"CORNMARKET SURGERY, NEWRY HEALTH VILLAGE, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00526,2023-02-21,,DR. MAGENNIS & PARTNERS BT35 6BW
DR. MCKINLEY & PARTNERS,Z00544,BT35 6BW,"CORNMARKET SURGERY, NEWRY HEALTH VILLAGE, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00544,2022-03-01,,DR. MCKINLEY & PARTNERS BT35 6BW
DR. MCVERRY & PARTNERS,Z00537,BT35 6BW,"MCVERRY/MCEVOY MEDICAL CENTRE, NEWRY HEALTH VILLAGE, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00537,2021-09-21,,DR. MCVERRY & PARTNERS BT35 6BW
DR. TORNEY & PARTNERS,Z00540,BT35 6BW,"MEADOWLANDS SURGERY, MONAGHAN STREET, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00540,2022-08-22,,DR. TORNEY & PARTNERS BT35 6BW
DR. MCKERNAN & PARTNERS,Z00546,BT35 7AW,"BESSBROOK SURGERY, 12 CONVENT HILL, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00546,2024-05-20,,DR. MCKERNAN & PARTNERS BT35 7AW
DR. VETTIANKAL,Z00533,BT35 8JT,"MEIGH SURGERY, 5B DRUMINTEE ROAD, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00533,2021-09-20,,DR. VETTIANKAL BT35 8JT
DR. FEE & PARTNERS,Z00528,BT35 9HD,"THE HEALTH CENTRE, MCCORMICK PLACE, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00528,2025-05-16,,DR. FEE & PARTNERS BT35 9HD
SHSCT RATHKEELAND HOUSE,Z00551,BT35 9JJ,"RATHKEELAND HOUSE, 1 BLANEY ROAD, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00551,2025-11-14,,SHSCT RATHKEELAND HOUSE BT35 9JJ
SHSCT MULLAGHBAWN SURGERY,Z00545,BT35 9RA,"MAPHONER SURGERY, 2A FORKHILL ROAD, NEWRY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00545,2025-02-24,,SHSCT MULLAGHBAWN SURGERY BT35 9RA
DR. MCCLEERY & PARTNERS,Z00336,BT36 4PP,"ROSEHALL MEDICAL PRACTICE, 2 MALLUSK ROAD, NEWTOWNABBEY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00336,2021-09-14,,DR. MCCLEERY & PARTNERS BT36 4PP
DR. DAVISON & PARTNERS,Z00337,BT36 5EQ,"GLENGORMLEY PRACTICE, 324 ANTRIM ROAD, NEWTOWNABBEY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00337,2021-09-14,,DR. DAVISON & PARTNERS BT36 5EQ
DR. FINNEGAN & PARTNERS,Z00438,BT36 7XX,"TRAMWAYS MEDICAL CENTRE, FARMLEY ROAD, NEWTOWNABBEY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00438,2021-09-16,,DR. FINNEGAN & PARTNERS BT36 7XX
DR. DORAN & PARTNERS,Z00440,BT37 9QN,"NOTTING HILL MEDICAL PRACTICE, 95 DOAGH ROAD, NEWTOWNABBEY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00440,2021-09-20,,DR. DORAN & PARTNERS BT37 9QN
DR. NAGLE & PARTNERS,Z00434,BT37 9QW,"ABBOTS CROSS MEDICAL PRACTICE, 92 DOAGH ROAD, NEWTOWNABBEY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00434,2025-11-14,,DR. NAGLE & PARTNERS BT37 9QW
DR. CRUICKSHANKS & PARTNERS,Z00431,BT37 9UH,"WHITEHOUSE MEDICAL GROUP PRAC, UNIT 29A, 1ST FLR ABBEYCENTRE, NEWTOWNABBEY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00431,2024-08-23,,DR. CRUICKSHANKS & PARTNERS BT37 9UH
DR. BAIRD & PARTNERS,Z00387,BT38 7HT,"SCOTCH QUARTER PRACTICE, CARRICKFERGUS HEALTH CENTRE, CARRICKFERGUS",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00387,2021-09-15,,DR. BAIRD & PARTNERS BT38 7HT
DR. HAMILTON & PARTNERS,Z00390,BT38 7HT,"CASTLE PRACTICE, CARRICKFERGUS HEALTH CENTRE, CARRICKFERGUS",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00390,2022-08-22,,DR. HAMILTON & PARTNERS BT38 7HT
DR. KERNOHAN & PARTNERS,Z00385,BT38 8TP,"OLD SCHOOL SURGERY, 54 STATION ROAD, CARRICKFERGUS",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00385,2021-09-15,,DR. KERNOHAN & PARTNERS BT38 8TP
DR. GORMAN & PARTNERS,Z00382,BT38 9TG,"MEADOWBRIDGE SURGERY, SLAUGHTERFORD ROAD, CARRICKFERGUS",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00382,2021-09-15,,DR. GORMAN & PARTNERS BT38 9TG
DR. HUEY & PARTNERS,Z00302,BT39 0AZ,"TEMPLEPATRICK SURGERY, 80 CASTLETON, BALLYCLARE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00302,2021-09-15,,DR. HUEY & PARTNERS BT39 0AZ
DR. RAFFERTY & PARTNERS,Z00433,BT39 9HL,"BALLYCLARE GROUP PRACTICE, BALLYCLARE HEALTH CENTRE, BALLYCLARE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00433,2021-09-16,,DR. RAFFERTY & PARTNERS BT39 9HL
DR. GALLAGHER & PARTNERS,Z00028,BT4 1NS,"THE VICTORIA PRACTICE, HOLYWOOD ARCHES HEALTH CENTRE, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00028,2021-09-16,,DR. GALLAGHER & PARTNERS BT4 1NS
DR. HOEY & PARTNERS,Z00001,BT4 1NS,"HARLAND MEDICAL PRACTICE, HOLYWOOD ARCHES HEALTH CENTRE, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00001,2021-09-15,,DR. HOEY & PARTNERS BT4 1NS
DR. LARGE & PARTNERS,Z00017,BT4 1NS,"CONNSWATER FAMILY PRACTICE, THE ARCHES CENTRE, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00017,2023-11-20,,DR. LARGE & PARTNERS BT4 1NS
DR. LUA & PARTNERS,Z00020,BT4 1NS,"LEWIS SQUARE PRACTICE, HOLYWOOD ARCHES HEALTH CENTRE, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00020,2021-09-16,,DR. LUA & PARTNERS BT4 1NS
