practice_name,canonical_code,postcode,street_address,telephone,email,website_url,nhs_profile_url,latitude,longitude,accepting_new_patients,country,nation,source_type,ods_primary_role_id,ods_primary_role_description,ods_active_roles,ods_org_link,last_change_date,registered_patient_count,google_maps_query
DR. LEITCH & PARTNERS,Z00029,BT5 7LH,"CASTLEREAGH MEDICAL CENTRE, 21 BALLYGOWAN ROAD, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00029,2023-11-17,,DR. LEITCH & PARTNERS BT5 7LH
DR. MAXWELL & PARTNERS,Z00341,BT51 3HP,"RIVERSIDE MEDICAL, CASTLEROCK ROAD, COLERAINE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00341,2021-09-14,,DR. MAXWELL & PARTNERS BT51 3HP
DR. TRACEY & PARTNERS,Z00344,BT51 3HP,"KILLOWEN MEDICAL CENTRE, CASTLEROCK ROAD, COLERAINE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00344,2021-09-14,,DR. TRACEY & PARTNERS BT51 3HP
DR. WHITE,Z00358,BT51 4TW,"LIFFOCK SURGERY, 69 SEA ROAD, COLERAINE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00358,2021-09-16,,DR. WHITE BT51 4TW
DR. CONNOR & PARTNERS,Z00352,BT51 5AE,"GARVAGH HEALTH CENTRE, 110 MAIN STREET, COLERAINE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00352,2021-09-14,,DR. CONNOR & PARTNERS BT51 5AE
DR. MCGURK & PARTNERS,Z00355,BT51 5QP,"KILREA HEALTH CENTRE, 36 GARVAGH ROAD, COLERAINE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00355,2025-02-21,,DR. MCGURK & PARTNERS BT51 5QP
DR. MCILMOYLE & PARTNERS,Z00356,BT52 1JB,"MOUNTSANDEL SURGERY, 4 MOUNTSANDEL ROAD, COLERAINE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00356,2025-05-16,,DR. MCILMOYLE & PARTNERS BT52 1JB
DR. WALLACE & PARTNERS,Z00346,BT52 1JX,"LODGE HEALTH, 20 LODGE MANOR, COLERAINE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00346,2021-09-14,,DR. WALLACE & PARTNERS BT52 1JX
DR. JOHNSTON & PARTNERS,Z00345,BT53 6HB,"BALLYMONEY FAMILY PRACTICE, BALLYMONEY HEALTH CENTRE, BALLYMONEY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00345,2021-09-14,,DR. JOHNSTON & PARTNERS BT53 6HB
DR. HADDEN & PARTNERS,Z00349,BT53 8TY,"THE COUNTRY MEDICAL PRACTICE, 122 BALLINLEA ROAD, BALLYMONEY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00349,2025-05-16,,DR. HADDEN & PARTNERS BT53 8TY
DR. HASSON & PARTNERS,Z00368,BT54 6BA,"BALLYCASTLE MEDICAL PRACTICE, BALLYCASTLE HEALTH CENTRE, BALLYCASTLE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00368,2023-11-17,,DR. HASSON & PARTNERS BT54 6BA
DR. O'KANE & PARTNERS,Z00366,BT54 6BA,"DALRIADA FAMILY PRACTICE, BALLYCASTLE HEALTH CENTRE, BALLYCASTLE",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00366,2022-08-22,,DR. O'KANE & PARTNERS BT54 6BA
DR. HARLEY & PARTNERS,Z00354,BT55 7EF,"PORTSTEWART FAMILY PRACTICE, 6 LEVER ROAD, PORTSTEWART",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00354,2025-05-16,,DR. HARLEY & PARTNERS BT55 7EF
DR. TURKINGTON & PARTNERS,Z00369,BT55 7SW,"PORTSTEWART MEDICAL CENTRE, 32 MILL ROAD, PORTSTEWART",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00369,2023-11-17,,DR. TURKINGTON & PARTNERS BT55 7SW
DR. BAILIE & PARTNERS,Z00351,BT56 8DW,"PORTRUSH MEDICAL CENTRE, 17 DUNLUCE AVENUE, PORTRUSH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00351,2021-09-20,,DR. BAILIE & PARTNERS BT56 8DW
DR. JONES & PARTNERS,Z00350,BT57 8QP,"BUSHMILLS MEDICAL CENTRE, 6 PRIESTLAND ROAD, BUSHMILLS",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00350,2021-11-18,,DR. JONES & PARTNERS BT57 8QP
DR. RODGERS & PARTNERS,Z00033,BT6 9DL,"WOODSTOCK MEDICAL CENTRE, 222 WOODSTOCK ROAD, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00033,2021-09-16,,DR. RODGERS & PARTNERS BT6 9DL
DR. TONER & PARTNERS,Z00148,BT6 9EY,"SOUTH EAST FAMILY PRACTICE, 370/372 CREGAGH ROAD, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00148,2021-09-17,,DR. TONER & PARTNERS BT6 9EY
DR. MURDOCK & PARTNER,Z00164,BT6 9HL,"CREGAGH SURGERY, 36 MONTGOMERY ROAD, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00164,2021-09-17,,DR. MURDOCK & PARTNER BT6 9HL
DR. WRIGHT & PARTNERS,Z00503,BT60 1TA,"MARKETHILL HEALTH CENTRE, NEWRY STREET, ARMAGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00503,2025-11-14,,DR. WRIGHT & PARTNERS BT60 1TA
DR. FEARON & PARTNERS,Z00497,BT60 2RP,"WILLOWBANK SURGERY, 2A ANNVALE ROAD, ARMAGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00497,2024-08-27,,DR. FEARON & PARTNERS BT60 2RP
DR. WATTERS,Z00507,BT60 3TU,"THE HEALTH CENTRE KEADY, 24A TASSAGH ROAD, ARMAGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00507,2021-09-20,,DR. WATTERS BT60 3TU
DR. CARLILE & PARTNERS,Z00502,BT60 4QT,"TYNAN SURGERY, 15 DARTAN REE, ARMAGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00502,2021-09-15,,DR. CARLILE & PARTNERS BT60 4QT
DR. MARSHALL & PARTNERS,Z00491,BT61 7QG,"ABBEY COURT SURGERY, DOBBIN LANE, ARMAGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00491,2021-09-15,,DR. MARSHALL & PARTNERS BT61 7QG
DR. O'HAGAN & PARTNERS,Z00516,BT61 7QG,"THE FRIARY SURGERY, DOBBIN LANE, ARMAGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00516,2021-09-20,,DR. O'HAGAN & PARTNERS BT61 7QG
DR. RODGERS & PARTNERS,Z00514,BT61 7QG,"THE ARCHWAY SURGERY, DOBBIN LANE, ARMAGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00514,2023-02-20,,DR. RODGERS & PARTNERS BT61 7QG
DR. QUINN & PARTNERS,Z00515,BT61 9PE,"RICHHILL HEALTH CENTRE, 6 MAYNOOTH ROAD, ARMAGH",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00515,2025-02-21,,DR. QUINN & PARTNERS BT61 9PE
DR. PICKERING & PARTNER,Z00508,BT62 2AN,"TANDRAGEE MEDICAL CENTRE, 3 MONTAGUE STREET, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00508,2023-08-21,,DR. PICKERING & PARTNER BT62 2AN
DR. BURNETT & PARTNERS,Z00479,BT62 3NJ,"PORTADOWN HEALTH AND CARE CENTRE, 90 MEADOW LANE, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00479,2025-12-09,,DR. BURNETT & PARTNERS BT62 3NJ
DR. CLARKE & PARTNERS,Z00461,BT62 3NJ,"PORTADOWN HEALTH AND CARE CENTRE, 90 MEADOW LANE, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00461,2025-12-09,,DR. CLARKE & PARTNERS BT62 3NJ
DR. HEGARTY & PARTNERS,Z00478,BT62 3NJ,"PORTADOWN HEALTH AND CARE CENTRE, 90 MEADOW LANE, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00478,2025-12-09,,DR. HEGARTY & PARTNERS BT62 3NJ
DR. MULLIGAN & PARTNERS,Z00470,BT62 3NJ,"PORTADOWN HEALTH AD CARE CENTRE, 90 MEADOW LANE, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00470,2025-12-09,,DR. MULLIGAN & PARTNERS BT62 3NJ
DR. O'CONNOR & PARTNERS,Z00464,BT62 3NJ,"PORTADOWN FAMILY PRACTICE, PORTADOWN H&C CENTRE, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00464,2024-11-19,,DR. O'CONNOR & PARTNERS BT62 3NJ
DR. WILLIAMSON & PARTNERS,Z00477,BT62 3NJ,"PORTADOWN HEALTH AND CARE CENTRE, 90 MEADOW LANE, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00477,2025-12-09,,DR. WILLIAMSON & PARTNERS BT62 3NJ
DR. MAGOWAN & PARTNERS,Z00455,BT63 6JS,"GILFORD HEALTH CENTRE, CASTLEVIEW, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00455,2021-09-15,,DR. MAGOWAN & PARTNERS BT63 6JS
DR. PATTERSON & PARTNERS,Z00557,BT65 5BE,"ARBOR FAMILY PRACTICE, BROWNLOW HEALTH CENTRE, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00557,2021-09-20,,DR. PATTERSON & PARTNERS BT65 5BE
DR. WILKINSON & PARTNERS,Z00451,BT65 5BE,"THE LAKES FAMILY PRACTICE, BROWNLOW HEALTH CENTRE, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00451,2023-02-20,,DR. WILKINSON & PARTNERS BT65 5BE
DR. DE ALWIS & PARTNERS,Z00457,BT66 6BW,"WYNNE HILL SURGERY, 51 HILL STREET, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00457,2021-09-15,,DR. DE ALWIS & PARTNERS BT66 6BW
DR. MCAULEY & PARTNERS,Z00467,BT66 6JB,"WILLIAM STREET SURGERY, 87/89 WILLIAM STREET, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00467,2021-09-15,,DR. MCAULEY & PARTNERS BT66 6JB
DR. WILLIS & PARTNERS,Z00460,BT66 7LR,"DONAGHCLONEY SURGERY, 60A MAIN STREET, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00460,2026-02-20,,DR. WILLIS & PARTNERS BT66 7LR
DR. FITZPATRICK & PARTNERS,Z00462,BT66 8BA,"HIGH STREET SURGERY, 60 HIGH STREET, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00462,2021-11-17,,DR. FITZPATRICK & PARTNERS BT66 8BA
DR. PATTERSON & PARTNERS,Z00463,BT66 8DW,"LURGAN MEDICAL PRACTICE, 7 MOORES LANE, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00463,2021-09-15,,DR. PATTERSON & PARTNERS BT66 8DW
DR. BYRNE & PARTNERS,Z00475,BT67 0DD,"AGHALEE SURGERY, 8A LURGAN ROAD, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00475,2022-08-22,,DR. BYRNE & PARTNERS BT67 0DD
DR. SPENCE & PARTNERS,Z00473,BT67 0LQ,"MOIRA SURGERY, 52 MAIN STREET, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00473,2023-02-20,,DR. SPENCE & PARTNERS BT67 0LQ
DR. HUNTER & PARTNERS,Z00465,BT67 9AA,"CHURCH WALK SURGERY, 28 CHURCH WALK, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00465,2023-08-21,,DR. HUNTER & PARTNERS BT67 9AA
DR. MCCLOSKEY & PARTNERS,Z00482,BT67 9BW,"THE OLD SCHOOL HOUSE SURGERY, 1 ANTRIM ROAD, CRAIGAVON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00482,2021-09-15,,DR. MCCLOSKEY & PARTNERS BT67 9BW
DR. POTTER,Z00506,BT69 6AF,"AUGHNACLOY HEALTH CENTRE, 2 SYDNEY LANE, AUGHNACLOY",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00506,2021-09-15,,DR. POTTER BT69 6AF
DR. MCCAULEY & PARTNERS,Z00154,BT7 1HH,"UNIVERSITY STREET SURGERY, 142 - 144 UNIVERSITY STREET, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00154,2021-09-17,,DR. MCCAULEY & PARTNERS BT7 1HH
DR. CULLEN,Z00166,BT7 1JL,"BOTANIC MEDICAL CENTRE, 51 BOTANIC AVENUE, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00166,2021-09-17,,DR. CULLEN BT7 1JL
DR. DEERING & PARTNERS,Z00157,BT7 1NP,"UNIVERSITY HEALTH CENTRE QUB, ELMWOOD MANSE, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00157,2026-02-20,,DR. DEERING & PARTNERS BT7 1NP
DR. DIAMOND & PARTNERS,Z00153,BT7 2EB,"ORMEAU ROAD HEALTH CENTRE, 120 ORMEAU ROAD, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00153,2021-09-17,,DR. DIAMOND & PARTNERS BT7 2EB
DR. COLLINS & PARTNERS,Z00165,BT7 2GG,"NORTH PARADE MEDICAL CENTRE, 6 NORTH PARADE, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00165,2024-08-23,,DR. COLLINS & PARTNERS BT7 2GG
DR. DUNLOP & PARTNERS,Z00147,BT7 3GG,"ORMEAU PARK SURGERY, 281 ORMEAU ROAD, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00147,2024-11-15,,DR. DUNLOP & PARTNERS BT7 3GG
DR. BELL & PARTNERS,Z00159,BT7 3GR,"ARDMORE MEDICAL CENTRE, 485 ORMEAU ROAD, BELFAST",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00159,2021-09-17,,DR. BELL & PARTNERS BT7 3GR
DR. MCKAY & PARTNERS,Z00509,BT70 1HW,"ARDMORE MEDICAL PRACTICE, 57 THOMAS STREET, DUNGANNON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00509,2021-09-20,,DR. MCKAY & PARTNERS BT70 1HW
DR. CARSON & PARTNERS,Z00495,BT70 1HX,"CAMPBELL SURGERY, 10 QUARRY LANE, DUNGANNON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00495,2021-09-15,,DR. CARSON & PARTNERS BT70 1HX
DR. POTTER & PARTNERS,Z00499,BT70 2EY,"ERRIGAL MEDICAL CENTRE, OLD DUNGANNON ROAD, DUNGANNON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00499,2021-09-15,,DR. POTTER & PARTNERS BT70 2EY
DR. JOHNSTON & PARTNERS,Z00493,BT71 4AU,"MID ULSTER HEALTH CARE (DUN), SOUTH TYRONE HOSPITAL, DUNGANNON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00493,2021-11-17,,DR. JOHNSTON & PARTNERS BT71 4AU
DR. MULLEN & PARTNERS,Z00505,BT71 4AU,"PARKVIEW SURGERY, SOUTH TYRONE HOSPITAL SITE, DUNGANNON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00505,2023-08-21,,DR. MULLEN & PARTNERS BT71 4AU
DR. MITCHEL & PARTNER,Z00519,BT71 4LP,"COALISLAND HEALTH CENTRE, 10A LINESIDE, DUNGANNON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00519,2021-09-20,,DR. MITCHEL & PARTNER BT71 4LP
DR. HERRON & PARTNER,Z00500,BT71 4LS,"GARVIN SURGERY, 22 BARRACK STREET, DUNGANNON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00500,2022-03-01,,DR. HERRON & PARTNER BT71 4LS
DR. O'DONNELL & PARTNER,Z00512,BT71 4LS,"COALISLAND MEDICAL CENTRE, 15 BARRACK STREET, DUNGANNON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00512,2021-09-20,,DR. O'DONNELL & PARTNER BT71 4LS
DR. FITZSIMONS & PARTNERS,Z00409,BT71 5HY,"STEWARTSTOWN HEALTH CENTRE, 50 HILLHEAD, DUNGANNON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00409,2021-09-20,,DR. FITZSIMONS & PARTNERS BT71 5HY
DR. CAMPBELL & PARTNERS,Z00498,BT71 7SL,"MOY HEALTH CENTRE, 48 CHARLEMONT STREET, DUNGANNON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00498,2026-02-23,,DR. CAMPBELL & PARTNERS BT71 7SL
DR. CLEARY & PARTNERS,Z00504,BT71 7SL,"MOY HEALTH CENTRE, 48 CHARLEMONT STREET, DUNGANNON",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00504,2026-02-23,,DR. CLEARY & PARTNERS BT71 7SL
DR. CATHCART & PARTNERS,Z00571,BT74 6NN,"ERNE ROAD HEALTH CENTRE, ERNE ROAD, ENNISKILLEN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00571,2022-03-01,,DR. CATHCART & PARTNERS BT74 6NN
DR. MAGUIRE & PARTNERS,Z00562,BT74 6NN,"ERNE HEALTH CENTRE, ERNE ROAD, ENNISKILLEN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00562,2022-03-01,,DR. MAGUIRE & PARTNERS BT74 6NN
DR. MALLON & PARTNER,Z00568,BT74 6NN,"ERNE ROAD HEALTH CENTRE, ERNE ROAD, ENNISKILLEN",,,,,,,,NORTHERN IRELAND,northern_ireland,ods_ni_gp_practice,RO315,NORTHERN IRELAND GP PRACTICE,RO315,https://directory.spineservices.nhs.uk/ORD/2-0-0/organisations/Z00568,2022-03-01,,DR. MALLON & PARTNER BT74 6NN
